X,Y,OBJECTID,Project,BLM_AdminState,District,FieldOffice,EvaluationID,PointID,StreamName,FieldEvalDate,SampledMidLatitude,SampledMidLongitude,BottomReachLatitude,BottomReachLongitude,TopReachLatitude,TopReachLongitude,ProtocolReachLength,ProtocolType,ProtocolVersion,FieldStatus,PointSelectionType,OriginalDesign,OriginalStratum,StreamOrder,DefaultBenchmarkGroup,PctOverheadCover,PctBankOverheadCover,VegComplexity,VegComplexityWoody,VegComplexityUnderstoryGround,PctNoxiousWoodySpecies,PctNativeWoodySpecies,PctNoxiousHerbSpecies,PctSedgeRushSpecies,PctEquisetumSpecies,InvasiveInvertSpecies,ObservedInvertRichness,ExpectedInvertRichness,OE_Macroinvertebrate,MMI_Macroinvertebrate,OE_MMI_ModelUsed,OE_MMI_ModelApplicability,MacroinvertebrateCount,TotalNitrogen,PredictedTotalNitrogen,TotalPhosphorous,PredictedTotalPhosphorous,SpecificConductance,PredictedSpecificConductance,pH,InstantTemp,AugTempAvg,TurbidityAvg,PoolCount,PctPools,PoolFreq,ResPoolDepthAvg,LgWoodInChanCount,LgWoodInChanFreq,LgWoodInChanVol,LgWoodAboveChanCount,LgWoodAboveChanFreq,LgWoodAboveChanVol,PctFinesLessThan2mm,PctFinesLessThan6mm,D16,D84,D50,GeometricMeanParticleDiam,PctPoolTailFinesLessThan2mm,PctPoolTailFinesLessThan6mm,PctBankCoveredMIM,PctBankStable,PctBankCoveredStableMIM,PctBankCoveredOld,PctBankCoveredStableOld,BankfullHeightAvg,BenchHeightAvg,ChannelIncision,FloodplainConnectivity,InstreamHabitatComplexity,BankAngleAvg,ThalwegDepthCV,ThalwegDepthAvg,PctDry,BankfullWidthAvg,WettedWidthAvg,EntrenchmentRiffle1,EntrenchmentRiffle2,PctSlope,Sinuosity,HumanInfluence,BeaverFlowMod,BeaverSigns,WaterWithdrawals,SideChannels,PhotoLink,CoreSubset,Supplementals,GreenlineVegComposition,EvaluationID_OLD,RecordID,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-113.965535,44.76896,835,ID_ChallisFO,ID,Idaho Falls District Office,Challis Field Office,CN-SS-30074_2017-09-09,CN-SS-30074,ALLISON CREEK,2017/09/09 00:00:00+00,44.76896,-113.965535,44.768663,-113.966155,44.769396,-113.965171,150,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2017_FieldSeason.pdf,Full Reach,RandomGRTS,ID_ChallisFO_NoBullTroutSteelhead_2017,No Bull Trout and Steelhead,2,NorthernRockies_SmallWadeable,72.3,86.6,2.06,1.56,0.94,,,,,,Absent,12,12.317451,0.974227,,ColumbiaRiverBasin_PIBO,Pass,300,154,170.8,28.2,41.6,66.4,87.2,7.06,11.8,11.94,,4,3.87,26.7,0.17,43,28.667,1.462,,,,10,11.9,10,110,41,33,,,,96,,88,88,0.11,0.21,-0.71,1.29,,125,0.17,0.22,0,3.45,2.95,2.19,1.65,6.29,1.33,"LivestockHorseBurro, PastureHayFence, RoadRailroadCulvert",None,Absent,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CN-SS-30074_2017-09-09/,No,,No,45AD1605-AACE-4CF8-A263-C65BECACE5AC,CN-SS-30074_2017-09-09,{4B923168-6DE6-4B38-80F0-3D4B29E08A6D},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-114.182565,44.0961,836,ID_ChallisFO,ID,Idaho Falls District Office,Challis Field Office,CN-SS-39978_2019-08-08,CN-SS-39978,LAKE CREEK,2019/08/08 00:00:00+00,44.0961,-114.182565,44.096618,-114.183066,44.09552,-114.182324,150,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Full Reach,RandomGRTS,ID_ChallisFO_NoBullTroutSteelhead_2017,No Bull Trout and Steelhead,2,NorthernRockies_SmallWadeable,67.1,86,,,,0,90,0,62,,Absent,7,14.51723658,0.48218543,,ColumbiaRiverBasin_PIBO,Pass,300,248,150,59.2,38.7,101.2,97,7.53,13.3,12.9,,7,20.31,46.7,0.34,28,16.97,1.125,,,,16.2,22.7,2,71,24,18,4,7,,,,,,0.08,0.19,-0.67,1.38,,133,0.48,0.24,0,2.94,3.05,1.42,1.71,4.29,1.11,PastureHayFence,Major,Common,Absent,Present,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CN-SS-39978_2019-08-08/,No,,No,5F60F51D-0E5E-4C4A-B621-B9B86C3D14ED,CN-SS-39978_2019-08-08,{75B8D078-1447-4E62-A4BE-0AC662528C8B},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-114.143384,44.0754410000001,837,ID_ChallisFO,ID,Idaho Falls District Office,Challis Field Office,CN-SS-42266_2017-06-22,CN-SS-42266,LAKE CREEK,2017/06/22 00:00:00+00,44.075441,-114.143384,44.075142,-114.14419,44.075936,-114.142618,150,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2017_FieldSeason.pdf,Full Reach,RandomGRTS,ID_ChallisFO_NoBullTroutSteelhead_2017,No Bull Trout and Steelhead,1,NorthernRockies_SmallWadeable,66,93,1.55,1.03,0.71,,,,,,Absent,9,15.793412,0.569858,,ColumbiaRiverBasin_PIBO,Pass,300,970.1,137.9,77.2,22.6,42.8,86.5,6.05,5.7,8.74,,8,10.33,53.3,0.3,27,18,1.608,,,,4.8,9.5,12,117,39,42,,,,100,,100,100,0.12,0.29,-0.57,1.49,,111,0.36,0.22,0,2.3,2.01,1.81,3,14.47,1,None,None,Common,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CN-SS-42266_2017-06-22/,No,,No,8C099851-1393-420F-B1F3-89A44286AA35,CN-SS-42266_2017-06-22,{656A46E0-6D83-4D76-9A22-05DB398B595F},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-114.293326,44.714862,838,ID_ChallisFO,ID,Idaho Falls District Office,Challis Field Office,CN-SS-47034_2019-06-18,CN-SS-47034,,2019/06/18 00:00:00+00,44.714862,-114.293326,44.714925,-114.292829,44.714974,-114.294123,150,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Partial Reach,RandomGRTS,ID_ChallisFO_NoBullTroutSteelhead_2017,No Bull Trout and Steelhead,1,NorthernRockies_SmallWadeable,40.6,40,,,,0,,0,60,,Absent,11,12.65826883,0.86899719,,ColumbiaRiverBasin_PIBO,Pass,300,64.6,142,23.5,25.7,197.2,99,8.35,8.1,11.3,,4,14.1,66.7,0.1,0,0,0,,,,,,,,,,,,,,,,,0.04,0.11,-0.79,1.5,,134,0.35,0.08,0,0.79,0.47,1.8,3,2.43,,"PastureHayFence, Recreation",Minor,Common,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CN-SS-47034_2019-06-18/,No,,No,4D944C7A-1B86-4A59-BF68-062DDF1D0ADE,CN-SS-47034_2019-06-18,{9BB48572-EFA8-4FE1-AC60-0BE527A1B78D},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-114.052279,44.0930250000001,839,ID_ChallisFO,ID,Idaho Falls District Office,Challis Field Office,CN-SS-49434_2019-06-16,CN-SS-49434,BRADSHAW CREEK,2019/06/16 00:00:00+00,44.093025,-114.052279,44.092551,-114.051679,44.093578,-114.052827,150,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Partial Reach,RandomGRTS,ID_ChallisFO_NoBullTroutSteelhead_2017,No Bull Trout and Steelhead,2,NorthernRockies_SmallWadeable,72.5,78.9,,,,0,,14,73,,Absent,10,11.21113724,0.89197017,,ColumbiaRiverBasin_PIBO,Pass,300,,168,,31.5,227.9,244,8.21,9.5,11.4,,10,81.36,83.3,0.15,2,1.333,0.058,,,,24.1,34.2,1,38,14,10,21,41,,,,,,0.1,0.15,-0.84,1.16,,103,,,,1.64,1.65,3,3,,,PastureHayFence,None,Absent,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CN-SS-49434_2019-06-16/,No,,No,868328FA-68E2-4BA9-9393-9FF3456D169E,CN-SS-49434_2019-06-16,{9A921582-C554-4AF3-B584-F6FD700CAB77},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-114.052151,44.0931150000001,840,ID_ChallisFO,ID,Idaho Falls District Office,Challis Field Office,CN-SS-49434_2019-09-08,CN-SS-49434,BRADSHAW CREEK,2019/09/08 00:00:00+00,44.093115,-114.052151,44.09264,-114.051807,44.093548,-114.052644,150,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Partial Reach,RandomGRTS,ID_ChallisFO_NoBullTroutSteelhead_2017,No Bull Trout and Steelhead,2,NorthernRockies_SmallWadeable,,,,,,,,,,,,,,,,,,,163.3,,122.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.13,0,,,,,,,,None,Absent,Absent,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CN-SS-49434_2019-09-08/,Yes,,No,3C626455-E780-4C17-9400-8DA361DB338A,CN-SS-49434_2019-09-08,{E5F1613F-D555-466F-B101-1A3FBC2AF36D},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-114.308402,44.416725,841,ID_ChallisFO,ID,Idaho Falls District Office,Challis Field Office,CN-SS-50314_2019-08-09,CN-SS-50314,BEASLEY GULCH,2019/08/09 00:00:00+00,44.416725,-114.308402,44.416178,-114.308087,44.417127,-114.308592,150,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Interrupted Flow,RandomGRTS,ID_ChallisFO_NoBullTroutSteelhead_2017,No Bull Trout and Steelhead,1,NorthernRockies_SmallWadeable,68.6,71.1,,,,0,100,0,8,,Absent,11,14.69535917,0.74853563,,ColumbiaRiverBasin_PIBO,Pass,300,66.5,129,6.7,15.2,73.5,240,7.46,8.9,9.05,,,,,,17,11.333,2.642,,,,0,1.4,16,54,28,28,,,,,,,,0.18,0.3,-0.65,1.7,,137,,0.02,58.1,2.15,0.44,1.42,1.95,7.25,1.33,"Buildings, PastureHayFence",None,Absent,Absent,Present,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CN-SS-50314_2019-08-09/,No,,No,CBBD8CCA-8E46-444D-A4A1-F5E4AA6EE114,CN-SS-50314_2019-08-09,{FB904FC5-5D34-4E39-9CC9-9D5607FBC612},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-114.407933,44.18481,842,ID_ChallisFO,ID,Idaho Falls District Office,Challis Field Office,CN-SS-56538_2017-09-10,CN-SS-56538,CORRAL CREEK,2017/09/10 00:00:00+00,44.18481,-114.407933,44.184241,-114.407805,44.185414,-114.408063,150,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2017_FieldSeason.pdf,Full Reach,RandomGRTS,ID_ChallisFO_NoBullTroutSteelhead_2017,No Bull Trout and Steelhead,2,NorthernRockies_SmallWadeable,1.4,21.9,1.45,1.1,1.1,,,,,,Absent,8,14.087519,0.567879,,ColumbiaRiverBasin_PIBO,Pass,290,145.6,151.8,180.7,23.1,228.1,129.5,7.59,8,12.8,,0,0,0,,0,0,0,,,,75.2,80.9,1,8,1,2,,,,100,,100,100,0.08,0.15,-0.76,1.45,,159,0.24,0.1,0,2.55,1.85,2.83,3,4.4,1.14,PastureHayFence,None,Absent,Absent,Present,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CN-SS-56538_2017-09-10/,No,,No,78849728-2FAC-4D80-9F4A-C7868DE8068E,CN-SS-56538_2017-09-10,{B003ED45-43AF-46DC-A5AD-F113EDAA515C},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-114.169362,44.116246,843,ID_ChallisFO,ID,Idaho Falls District Office,Challis Field Office,CN-SS-60458_2017-06-23,CN-SS-60458,MOSQUITO CREEK,2017/06/23 00:00:00+00,44.116246,-114.169362,44.116648,-114.169779,44.115787,-114.168722,150,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2017_FieldSeason.pdf,Full Reach,RandomGRTS,ID_ChallisFO_NoBullTroutSteelhead_2017,No Bull Trout and Steelhead,1,NorthernRockies_SmallWadeable,71.8,76.9,1.21,0.95,0.71,,,,,,Absent,11,16.776102,0.655695,,ColumbiaRiverBasin_PIBO,Pass,300,226,116.7,72.3,22.3,70.7,97.2,6.32,7.4,9.3,,0,0,0,,4,2.424,0.15,,,,2.2,2.6,27,145,66,60,,,,100,,85,85,0.08,0.21,-0.64,1.55,,152,0.34,0.12,0,2.23,1.83,1.8,1.59,11.25,1.18,None,None,Absent,Absent,Present,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CN-SS-60458_2017-06-23/,No,,No,BF1B7509-8521-4810-8F41-09294B2A3462,CN-SS-60458_2017-06-23,{B3D6D413-FFDA-460B-B083-96D6B7E079EC},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-114.072044,44.098936,844,ID_ChallisFO,ID,Idaho Falls District Office,Challis Field Office,CN-SS-63770_2019-07-27,CN-SS-63770,BRADSHAW CREEK,2019/07/27 00:00:00+00,44.098936,-114.072044,44.09874,-114.070961,44.099013,-114.072504,150,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Partial Reach,RandomGRTS,ID_ChallisFO_NoBullTroutSteelhead_2017,No Bull Trout and Steelhead,1,NorthernRockies_SmallWadeable,67.3,76.2,,,,0,100,4,50,,Absent,8,13.0248706,0.61420956,,ColumbiaRiverBasin_PIBO,Fail,300,530.6,104,168,40,30.6,119,8.32,12.9,8.92,,65,51.35,464.3,0.08,26,15.758,4.143,,,,88.6,90.2,1,1,1,1,,,,,,,,0.09,0.11,-0.92,1.19,,153,,,,1.53,0.67,1.08,3,6.65,,PastureHayFence,None,Absent,Absent,Present,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CN-SS-63770_2019-07-27/,No,,No,A513569E-C18B-4016-90BA-84826B83812A,CN-SS-63770_2019-07-27,{956272C7-CE01-4ADB-8B40-6FC68AA70322},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-114.07187,44.099024,845,ID_ChallisFO,ID,Idaho Falls District Office,Challis Field Office,CN-SS-63770_2019-09-08,CN-SS-63770,BRADSHAW CREEK,2019/09/08 00:00:00+00,44.099024,-114.07187,44.0988,-114.070904,44.098897,-114.072478,150,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Partial Reach,RandomGRTS,ID_ChallisFO_NoBullTroutSteelhead_2017,No Bull Trout and Steelhead,1,NorthernRockies_SmallWadeable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.05,0,,,,,,,,None,Absent,Absent,,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CN-SS-63770_2019-09-08/,Yes,,No,006D5669-1217-47C7-86F1-E93DFF0AF588,CN-SS-63770_2019-09-08,{6329F301-BA20-4A45-A5D0-6695D70A91E2},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-113.844421,44.523218,846,ID_ChallisFO,ID,Idaho Falls District Office,Challis Field Office,CN-TR-1129_2017-08-02,CN-TR-1129,PAHSIMERIO,2017/08/02 00:00:00+00,44.523218,-113.844421,44.523733,-113.844768,44.52267,-113.844485,150,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2017_FieldSeason.pdf,Full Reach,Targeted,,NA,5,NorthernRockies_SmallWadeable,6.4,65.2,1.27,0.58,0.47,,,,,,Absent,6,20.388628,0.294282,,ColumbiaRiverBasin_PIBO,Fail,300,251.9,170.8,27.2,22.5,338.2,260.2,8.23,17.4,13.53,,0,0,0,,2,1.333,0.058,,,,16.4,18.8,2,104,43,29,,,,76,,79,74,0.23,0.36,-0.63,1.25,,148,0.25,0.32,0,6.94,5.15,2.49,2.47,0.67,1.25,"Buildings, PastureHayFence, RoadRailroadCulvert",None,Absent,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CN-TR-1129_2017-08-02/,No,,No,16815E1E-206B-4B47-954B-A76803BD7869,CN-TR-1129_2017-08-02,{00615566-5A7C-4731-B976-9338DD3C83E6},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-114.11133,44.817794,847,ID_ChallisFO,ID,Idaho Falls District Office,Challis Field Office,MN-LS-1014_2019-08-12,MN-LS-1014,Big Hat Creek,2019/08/12 00:00:00+00,44.817794,-114.11133,44.817815,-114.110406,44.817864,-114.112051,150,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Full Reach,RandomGRTS,WRSA_2013,MT_NROCK,3,NorthernRockies_SmallWadeable,84.2,94.3,,,,0,100,4,0,,Absent,12,12.25792839,0.97895824,,ColumbiaRiverBasin_PIBO,Pass,300,74.2,92.9,119.6,24.6,80.7,96.1,7.93,9.7,12.76,,15,42.37,103.4,0.24,13,7.879,0.536,,,,24.1,28.1,2,85,21,17,16,33,,,,,,0.16,0.39,-0.48,1.77,,135,0.46,0.18,0,3.22,2.47,1.72,1.59,4.57,1.16,None,Minor,Common,Absent,Present,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/MN-LS-1014_2019-08-12/,No,,No,44C0AB6B-1851-43AF-84D1-9973C1B74FCE,MN-LS-1014_2019-08-12,{1D9AFD21-D8B3-4903-9858-9770B3FB7CD5},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-114.085127,44.701262,848,ID_ChallisFO,ID,Idaho Falls District Office,Challis Field Office,MN-SS-1147_2019-07-10,MN-SS-1147,,2019/07/10 00:00:00+00,44.701262,-114.085127,44.700723,-114.084607,44.70201,-114.085584,150,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Full Reach,RandomGRTS,WRSA_2013,MT_NROCK,2,NorthernRockies_SmallWadeable,33.3,34.8,,,,0,,27,100,,Absent,6,13.71563642,0.43745692,,ColumbiaRiverBasin_PIBO,Fail,300,160.7,161,48.9,41.4,325.2,193.4,8.27,18.6,13.36,,0,0,0,,1,0.667,0.029,,,,76.2,86.7,1,5,2,2,,,81,98,81,,,0.05,0.08,-0.88,1.27,,154,0.62,0.08,0,0.7,0.61,2.44,3,4.62,1,PastureHayFence,None,Absent,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/MN-SS-1147_2019-07-10/,No,,No,3DBA6026-639E-4BF9-B85C-F64F63F6B3DD,MN-SS-1147_2019-07-10,{C55E0A01-EC5A-4347-8614-177F3B1FEBD4},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-115.941817,46.291931,849,ID_CottonwoodFO,ID,Coeur d'Alene District Office,Cottonwood Field Office,CTG-LS-1004_2019-07-15,CTG-LS-1004,LOLO CREEK,2019/07/15 00:00:00+00,46.291931,-115.941817,46.292281,-115.94349,46.291829,-115.939245,392,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Full Reach,RandomGRTS,ID_CottonwoodFO_Standard_2019,Grazing,4,NorthernRockies_LargeWadeable,51.5,92.2,,,,0,76,0,14,,Absent,11,15.79199847,0.69655528,,ColumbiaRiverBasin_PIBO,Fail,300,101.6,81,15.6,20.1,36.9,48,7.89,19.1,18.43,,1,10.96,2.9,2.4,3,0.765,0.299,,,,1,2,80,800,250,235,1,1,,,,,,1.08,1.3,-0.5,1.16,,140,0.32,0.78,0,18.72,14.17,1.33,1.59,0.89,1.19,None,None,Absent,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CTG-LS-1004_2019-07-15/,No,,No,A6AAF3A9-DCCB-4256-8C6B-A68C1879D666,CTG-LS-1004_2019-07-15,{BB3AE3F8-8879-4D1F-972D-E818CD657922},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-116.145475,45.3899640000001,850,ID_CottonwoodFO,ID,Coeur d'Alene District Office,Cottonwood Field Office,CTG-LS-1005_2020-08-09,CTG-LS-1005,PARTRIDGE CREEK,2020/08/09 00:00:00+00,45.389964,-116.145475,45.390742,-116.145085,45.389171,-116.145632,213,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2020_FieldSeason.pdf,Full Reach,RandomGRTS,ID_CottonwoodFO_Standard_2019,Grazing,3,NorthernRockies_LargeWadeable,21.9,89.8,,,,0,82,14,5,,,,,,,,,,127,,46.5,,66.9,50.8,7.8,12.1,13.95,,8,23.5,37.5,0.62,92,43.192,15.13,,,,11,11.4,21,572,117,89,0,0,100,100,100,,,0.87,0.96,-0.73,1.06,,127,0.39,0.51,0,12.29,9.64,1.23,1.36,4.35,1.19,"LandfillTrash, LivestockHorseBurro, RoadRailroadCulvert",None,Absent,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CTG-LS-1005_2020-08-09/,No,,No,A094898E-CDB3-4DCD-8821-F4A6DB9C4696,CTG-LS-1005_2020-08-09,{8A92F47F-4ED3-4D1A-812A-8707545E0FD8},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-116.224357,45.3758090000001,851,ID_CottonwoodFO,ID,Coeur d'Alene District Office,Cottonwood Field Office,CTG-LS-1009_2020-08-07,CTG-LS-1009,LAKE CREEK,2020/08/07 00:00:00+00,45.375809,-116.224357,45.376112,-116.224551,45.375145,-116.224398,162,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2020_FieldSeason.pdf,Partial Reach,RandomGRTS,ID_CottonwoodFO_Standard_2019,Grazing,3,NorthernRockies_LargeWadeable,64.3,94.7,,,,0,100,5,9,,,,,,,,,,118,,30,,74.8,50.9,7.71,10.4,11.78,,7,21.52,43.3,0.56,41,28.121,3.119,,,,18.5,19.5,2,400,96,62,0,1,100,100,100,,,0.72,1.13,-0.29,1.39,,135,0.49,0.43,0,11.78,6.72,1.78,1.4,7.66,,Recreation,None,Absent,Absent,Present,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CTG-LS-1009_2020-08-07/,No,,No,08387B0F-A97F-48FD-905F-3E7B7EC1B9D1,CTG-LS-1009_2020-08-07,{BB2BE293-D134-4643-A1EA-A2AB9D1CD677},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-116.300142,45.1607280000001,852,ID_CottonwoodFO,ID,Coeur d'Alene District Office,Cottonwood Field Office,CTG-RV-1010_2019-09-04,CTG-RV-1010,LITTLE SALMON RIVER,2019/09/04 00:00:00+00,45.160728,-116.300142,45.16271,-116.30143,45.158574,-116.299131,551,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Full Reach,RandomGRTS,ID_CottonwoodFO_Standard_2019,Grazing,5,NorthernRockies_LargeWadeable,9.8,47.9,,,,0,95,0,0,,Absent,10,15.87868787,0.62977496,,ColumbiaRiverBasin_PIBO,Fail,300,488.8,85,64.7,24.8,125.1,89,7.84,17.7,17.89,,5,10.49,9.1,0.52,8,1.452,0.083,,,,4.8,5.3,77,980,465,285,3,4,,,,,,0.98,1.94,0.03,1.6,,125,0.26,0.68,0,24.64,15.13,1.08,1.08,2.61,1.11,"LandfillTrash, Pipes, RoadRailroadCulvert",None,Rare,Absent,Absent,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CTG-RV-1010_2019-09-04/,No,,No,E48D38E2-2862-41A5-B183-B80EE9732FF3,CTG-RV-1010_2019-09-04,{99DF5347-EAE0-4DF0-A666-6B04403930FA},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
-116.048191,46.3600410000001,853,ID_CottonwoodFO,ID,Coeur d'Alene District Office,Cottonwood Field Office,CTG-SS-1000_2019-07-12,CTG-SS-1000,SCHMIDT CREEK,2019/07/12 00:00:00+00,46.360041,-116.048191,46.359752,-116.049191,46.360197,-116.047679,150,Wadeable,http://aim.landscapetoolbox.org/wp-content/uploads/2020/11/Lotic_FieldProtocolForWadeableSystems_2019_FieldSeason.pdf,Full Reach,RandomGRTS,ID_CottonwoodFO_Standard_2019,Grazing,1,NorthernRockies_SmallWadeable,74.4,94.8,,,,0,33,0,0,,Absent,6,13.68815252,0.43833527,,ColumbiaRiverBasin_PIBO,Fail,300,476.1,82,76.1,27.9,171.1,124,7.99,17.9,16.07,,11,20.47,73.3,0.23,29,19.333,14.912,,,,26.5,27.8,2,194,50,31,28,29,,,,,,0.38,0.74,-0.34,1.76,,133,0.59,0.11,0,6.65,2.58,1.06,1.65,,1.19,None,None,Absent,Absent,Present,https://gis.blm.doi.net/attachments/AIM/Lotic/ID/CTG-SS-1000_2019-07-12/,No,,No,9E639B7E-2798-41DC-B67D-AD981D78B978,CTG-SS-1000_2019-07-12,{46303F9F-D47B-4E65-A887-4526B4AD0E92},mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00,mrock@blm.gov_BLM_EGIS,2022/03/08 23:17:23+00
